chestcircumference,biacromialbreadth,chest_size,shoulder_size,result
1159,437,XL,XL,match
1041,363,M,XS,conflict
1187,454,XXL,XXXL,conflict
1115,397,L,S,conflict
1158,413,XL,M,conflict
933,398,S,S,match
1076,437,L,XL,conflict
1053,408,M,M,match
1004,400,M,S,conflict
991,412,S,M,conflict
862,360,XS,XS,match
906,407,XS,M,conflict
1068,404,L,M,conflict
1093,429,L,XL,conflict
987,385,S,S,match
940,377,S,XS,conflict
837,385,XS,S,conflict
1137,409,XL,M,conflict
973,380,S,XS,conflict
1132,416,XL,L,conflict
1091,395,L,S,conflict
928,389,S,S,match
1006,385,M,S,conflict
1244,434,XXXL,XL,conflict
960,407,S,M,conflict
1099,377,L,XS,conflict
1089,422,L,L,match
1008,422,M,L,conflict
1087,393,L,S,conflict
931,438,S,XL,conflict
1106,408,L,M,conflict
1142,433,XL,XL,match
1008,427,M,L,conflict
995,436,S,XL,conflict
1072,471,L,XXXL,conflict
1044,422,M,L,conflict
1146,447,XL,XXL,conflict
1011,425,M,L,conflict
1179,438,XXL,XL,conflict
1172,457,XL,XXXL,conflict
1085,410,L,M,conflict
1066,405,L,M,conflict
1179,415,XXL,M,conflict
1032,402,M,S,conflict
1038,417,M,L,conflict
1117,405,L,M,conflict
1006,411,M,M,match
1107,424,L,L,match
1044,399,M,S,conflict
1083,410,L,M,conflict
1141,413,XL,M,conflict
1063,407,L,M,conflict
1139,439,XL,XL,match
1196,430,XXL,XL,conflict
1057,400,L,S,conflict
1062,418,L,L,match
968,398,S,S,match
840,400,XS,S,conflict
1046,420,M,L,conflict
959,396,S,S,match
1115,428,L,L,match
947,400,S,S,match
999,393,M,S,conflict
1041,447,M,XXL,conflict
984,413,S,M,conflict
919,387,XS,S,conflict
987,410,S,M,conflict
1040,393,M,S,conflict
992,427,S,L,conflict
1017,401,M,S,conflict
1097,403,L,S,conflict
1029,414,M,M,match
972,421,S,L,conflict
949,401,S,S,match
1026,420,M,L,conflict
1212,414,XXL,M,conflict
1081,440,L,XL,conflict
959,407,S,M,conflict
1039,420,M,L,conflict
1039,414,M,M,match
1062,416,L,L,match
1039,435,M,XL,conflict
1057,447,L,XXL,conflict
1182,423,XXL,L,conflict
1157,471,XL,XXXL,conflict
1153,410,XL,M,conflict
1014,402,M,S,conflict
1017,407,M,M,match
1122,412,XL,M,conflict
1086,440,L,XL,conflict
958,430,S,XL,conflict
1007,437,M,XL,conflict
1171,437,XL,XL,match
1047,427,M,L,conflict
1082,411,L,M,conflict
1177,444,XXL,XXL,match
934,393,S,S,match
1132,446,XL,XXL,conflict
1082,412,L,M,conflict
1068,415,L,M,conflict
1103,405,L,M,conflict
1080,445,L,XXL,conflict
1023,419,M,L,conflict
913,402,XS,S,conflict
1042,408,M,M,match
969,403,S,S,match
1003,407,M,M,match
938,398,S,S,match
1087,432,L,XL,conflict
968,423,S,L,conflict
951,410,S,M,conflict
1112,443,L,XXL,conflict
1133,422,XL,L,conflict
1162,420,XL,L,conflict
1177,404,XXL,M,conflict
963,423,S,L,conflict
1001,428,M,L,conflict
1065,442,L,XXL,conflict
1037,421,M,L,conflict
994,398,S,S,match
1030,441,M,XL,conflict
867,394,XS,S,conflict
1063,402,L,S,conflict
1066,429,L,XL,conflict
988,393,S,S,match
1022,430,M,XL,conflict
1003,412,M,M,match
1110,403,L,S,conflict
1068,399,L,S,conflict
1058,447,L,XXL,conflict
908,395,XS,S,conflict
1247,446,XXXL,XXL,conflict
1096,415,L,M,conflict
981,406,S,M,conflict
983,388,S,S,match
942,399,S,S,match
1108,443,L,XXL,conflict
1184,441,XXL,XL,conflict
984,421,S,L,conflict
1133,412,XL,M,conflict
1139,444,XL,XXL,conflict
1170,418,XL,L,conflict
1053,414,M,M,match
1196,420,XXL,L,conflict
1037,398,M,S,conflict
1046,418,M,L,conflict
1122,410,XL,M,conflict
1133,429,XL,XL,match
1081,404,L,M,conflict
1008,421,M,L,conflict
1159,465,XL,XXXL,conflict
993,411,S,M,conflict
1267,462,XXXL,XXXL,match
1104,400,L,S,conflict
1048,400,M,S,conflict
1102,434,L,XL,conflict
1083,404,L,M,conflict
1113,382,L,XS,conflict
1039,413,M,M,match
1234,420,XXXL,L,conflict
1081,394,L,S,conflict
954,407,S,M,conflict
1120,416,XL,L,conflict
1063,414,L,M,conflict
1141,412,XL,M,conflict
957,407,S,M,conflict
948,404,S,M,conflict
1151,422,XL,L,conflict
1077,427,L,L,match
1187,444,XXL,XXL,match
1123,423,XL,L,conflict
1072,412,L,M,conflict
1005,403,M,S,conflict
1025,404,M,M,match
955,390,S,S,match
960,393,S,S,match
1055,430,M,XL,conflict
1126,432,XL,XL,match
934,403,S,S,match
1041,449,M,XXL,conflict
1047,395,M,S,conflict
1134,422,XL,L,conflict
905,378,XS,XS,match
926,404,S,M,conflict
936,372,S,XS,conflict
1228,443,XXL,XXL,match
1070,440,L,XL,conflict
1036,427,M,L,conflict
957,423,S,L,conflict
987,409,S,M,conflict
1054,413,M,M,match
1091,412,L,M,conflict
1090,423,L,L,match
1056,435,M,XL,conflict
1140,428,XL,L,conflict
984,410,S,M,conflict
976,437,S,XL,conflict
1147,410,XL,M,conflict
1282,446,XXXL,XXL,conflict
1057,432,L,XL,conflict
1183,388,XXL,S,conflict
1098,453,L,XXXL,conflict
942,403,S,S,match
1083,426,L,L,match
979,416,S,L,conflict
1104,412,L,M,conflict
1202,424,XXL,L,conflict
862,373,XS,XS,match
1042,411,M,M,match
947,385,S,S,match
1077,395,L,S,conflict
1152,445,XL,XXL,conflict
1002,403,M,S,conflict
1059,417,L,L,match
1196,415,XXL,M,conflict
1128,426,XL,L,conflict
910,412,XS,M,conflict
1022,396,M,S,conflict
1181,402,XXL,S,conflict
971,398,S,S,match
1227,429,XXL,XL,conflict
1009,448,M,XXL,conflict
1110,450,L,XXL,conflict
1112,420,L,L,match
987,382,S,XS,conflict
1022,402,M,S,conflict
1216,412,XXL,M,conflict
927,398,S,S,match
962,410,S,M,conflict
1066,430,L,XL,conflict
1035,421,M,L,conflict
1123,450,XL,XXL,conflict
969,424,S,L,conflict
1203,422,XXL,L,conflict
978,409,S,M,conflict
1248,454,XXXL,XXXL,match
891,402,XS,S,conflict
1116,411,L,M,conflict
1039,422,M,L,conflict
926,365,S,XS,conflict
1004,433,M,XL,conflict
1122,417,XL,L,conflict
1106,458,L,XXXL,conflict
1032,420,M,L,conflict
1146,399,XL,S,conflict
1054,415,M,M,match
942,407,S,M,conflict
1090,434,L,XL,conflict
944,402,S,S,match
1006,393,M,S,conflict
1066,400,L,S,conflict
1147,403,XL,S,conflict
1083,432,L,XL,conflict
1130,445,XL,XXL,conflict
1062,443,L,XXL,conflict
1174,426,XXL,L,conflict
973,392,S,S,match
919,382,XS,XS,match
1172,418,XL,L,conflict
927,416,S,L,conflict
1076,444,L,XXL,conflict
1037,423,M,L,conflict
981,423,S,L,conflict
1182,441,XXL,XL,conflict
1117,410,L,M,conflict
1178,452,XXL,XXL,match
1154,431,XL,XL,match
993,393,S,S,match
1167,427,XL,L,conflict
1007,393,M,S,conflict
1101,438,L,XL,conflict
1059,400,L,S,conflict
1131,437,XL,XL,match
1054,440,M,XL,conflict
988,394,S,S,match
1059,428,L,L,match
1053,385,M,S,conflict
965,400,S,S,match
1038,423,M,L,conflict
997,434,M,XL,conflict
1028,418,M,L,conflict
975,398,S,S,match
1008,376,M,XS,conflict
901,385,XS,S,conflict
994,411,S,M,conflict
889,379,XS,XS,match
947,408,S,M,conflict
1107,421,L,L,match
938,425,S,L,conflict
1122,420,XL,L,conflict
959,447,S,XXL,conflict
1055,422,M,L,conflict
1017,420,M,L,conflict
943,409,S,M,conflict
1031,437,M,XL,conflict
1128,447,XL,XXL,conflict
1032,432,M,XL,conflict
1028,404,M,M,match
1046,420,M,L,conflict
1047,427,M,L,conflict
962,412,S,M,conflict
949,394,S,S,match
1114,412,L,M,conflict
971,395,S,S,match
1033,382,M,XS,conflict
1118,420,XL,L,conflict
1027,393,M,S,conflict
1064,411,L,M,conflict
1073,413,L,M,conflict
1088,415,L,M,conflict
968,445,S,XXL,conflict
1020,407,M,M,match
987,430,S,XL,conflict
1061,448,L,XXL,conflict
994,424,S,L,conflict
1127,430,XL,XL,match
1069,449,L,XXL,conflict
1107,409,L,M,conflict
1242,426,XXXL,L,conflict
989,416,S,L,conflict
1211,420,XXL,L,conflict
1135,405,XL,M,conflict
1017,396,M,S,conflict
1000,423,M,L,conflict
1092,430,L,XL,conflict
1113,400,L,S,conflict
1127,407,XL,M,conflict
1019,398,M,S,conflict
939,420,S,L,conflict
1044,411,M,M,match
1125,434,XL,XL,match
1219,411,XXL,M,conflict
1043,402,M,S,conflict
1009,426,M,L,conflict
1097,435,L,XL,conflict
1079,422,L,L,match
1025,410,M,M,match
997,416,M,L,conflict
1250,443,XXXL,XXL,conflict
1075,425,L,L,match
1161,420,XL,L,conflict
1014,408,M,M,match
1087,407,L,M,conflict
1100,440,L,XL,conflict
1297,447,XXXL,XXL,conflict
1117,408,L,M,conflict
1017,407,M,M,match
1014,410,M,M,match
1132,405,XL,M,conflict
1173,429,XXL,XL,conflict
1144,422,XL,L,conflict
1072,422,L,L,match
1017,410,M,M,match
1066,439,L,XL,conflict
1127,402,XL,S,conflict
1101,435,L,XL,conflict
1215,466,XXL,XXXL,conflict
1057,391,L,S,conflict
1194,450,XXL,XXL,match
1127,435,XL,XL,match
1277,442,XXXL,XXL,conflict
1072,393,L,S,conflict
1041,421,M,L,conflict
1053,400,M,S,conflict
1088,400,L,S,conflict
1080,423,L,L,match
1066,402,L,S,conflict
977,384,S,XS,conflict
1149,423,XL,L,conflict
1106,438,L,XL,conflict
1144,434,XL,XL,match
1124,423,XL,L,conflict
971,395,S,S,match
948,376,S,XS,conflict
1034,404,M,M,match
1056,397,M,S,conflict
969,423,S,L,conflict
1336,448,XXXL,XXL,conflict
1233,423,XXL,L,conflict
1062,415,L,M,conflict
1015,387,M,S,conflict
986,397,S,S,match
987,411,S,M,conflict
1072,424,L,L,match
1024,392,M,S,conflict
1037,437,M,XL,conflict
949,412,S,M,conflict
1254,429,XXXL,XL,conflict
1130,422,XL,L,conflict
1077,404,L,M,conflict
1174,471,XXL,XXXL,conflict
999,424,M,L,conflict
1093,422,L,L,match
1071,437,L,XL,conflict
1106,436,L,XL,conflict
1024,403,M,S,conflict
1038,395,M,S,conflict
994,410,S,M,conflict
1149,417,XL,L,conflict
1044,415,M,M,match
1180,435,XXL,XL,conflict
1043,426,M,L,conflict
1265,450,XXXL,XXL,conflict
1058,389,L,S,conflict
1007,417,M,L,conflict
1177,462,XXL,XXXL,conflict
950,400,S,S,match
953,398,S,S,match
888,412,XS,M,conflict
999,391,M,S,conflict
1029,424,M,L,conflict
1223,447,XXL,XXL,match
1068,425,L,L,match
1246,460,XXXL,XXXL,match
1074,418,L,L,match
994,424,S,L,conflict
1105,430,L,XL,conflict
1082,415,L,M,conflict
1052,433,M,XL,conflict
1022,420,M,L,conflict
986,430,S,XL,conflict
1111,430,L,XL,conflict
986,407,S,M,conflict
950,408,S,M,conflict
1005,420,M,L,conflict
1025,426,M,L,conflict
1053,398,M,S,conflict
1092,460,L,XXXL,conflict
879,405,XS,M,conflict
1282,432,XXXL,XL,conflict
1009,407,M,M,match
1064,408,L,M,conflict
985,443,S,XXL,conflict
1044,407,M,M,match
1272,440,XXXL,XL,conflict
970,400,S,S,match
1185,417,XXL,L,conflict
1072,412,L,M,conflict
979,406,S,M,conflict
932,431,S,XL,conflict
932,406,S,M,conflict
989,400,S,S,match
992,396,S,S,match
1155,444,XL,XXL,conflict
1024,403,M,S,conflict
1076,434,L,XL,conflict
1004,408,M,M,match
1105,422,L,L,match
1102,424,L,L,match
1182,394,XXL,S,conflict
1088,420,L,L,match
937,376,S,XS,conflict
1202,405,XXL,M,conflict
1054,393,M,S,conflict
1097,413,L,M,conflict
1132,440,XL,XL,match
1224,468,XXL,XXXL,conflict
1174,435,XXL,XL,conflict
1143,421,XL,L,conflict
1158,394,XL,S,conflict
1176,429,XXL,XL,conflict
1103,423,L,L,match
1137,405,XL,M,conflict
1108,433,L,XL,conflict
1032,397,M,S,conflict
1077,415,L,M,conflict
1173,437,XXL,XL,conflict
1104,393,L,S,conflict
1117,406,L,M,conflict
1024,412,M,M,match
1076,412,L,M,conflict
1058,438,L,XL,conflict
949,409,S,M,conflict
1057,453,L,XXXL,conflict
1082,443,L,XXL,conflict
1217,425,XXL,L,conflict
1016,391,M,S,conflict
1052,444,M,XXL,conflict
923,406,S,M,conflict
1056,418,M,L,conflict
1155,430,XL,XL,match
1110,446,L,XXL,conflict
1036,412,M,M,match
1237,419,XXXL,L,conflict
1043,374,M,XS,conflict
1068,378,L,XS,conflict
1177,390,XXL,S,conflict
1158,410,XL,M,conflict
992,395,S,S,match
1128,394,XL,S,conflict
1287,428,XXXL,L,conflict
1120,400,XL,S,conflict
1104,422,L,L,match
1067,422,L,L,match
1126,417,XL,L,conflict
1218,466,XXL,XXXL,conflict
1142,434,XL,XL,match
1086,416,L,L,match
928,403,S,S,match
1089,419,L,L,match
1253,447,XXXL,XXL,conflict
1176,419,XXL,L,conflict
1151,448,XL,XXL,conflict
1123,422,XL,L,conflict
1233,417,XXL,L,conflict
1117,427,L,L,match
1079,421,L,L,match
988,386,S,S,match
932,414,S,M,conflict
1179,417,XXL,L,conflict
1045,420,M,L,conflict
1276,413,XXXL,M,conflict
1067,422,L,L,match
1053,408,M,M,match
901,378,XS,XS,match
1136,413,XL,M,conflict
1146,404,XL,M,conflict
1024,406,M,M,match
1122,415,XL,M,conflict
942,382,S,XS,conflict
1054,409,M,M,match
1063,407,L,M,conflict
1114,420,L,L,match
945,385,S,S,match
1039,410,M,M,match
1177,432,XXL,XL,conflict
916,412,XS,M,conflict
946,414,S,M,conflict
1094,429,L,XL,conflict
1024,390,M,S,conflict
961,382,S,XS,conflict
1209,410,XXL,M,conflict
1053,399,M,S,conflict
1064,406,L,M,conflict
963,422,S,L,conflict
985,404,S,M,conflict
1268,428,XXXL,L,conflict
956,409,S,M,conflict
1086,443,L,XXL,conflict
1242,407,XXXL,M,conflict
1037,410,M,M,match
1035,420,M,L,conflict
922,382,XS,XS,match
1189,453,XXL,XXXL,conflict
976,392,S,S,match
1057,381,L,XS,conflict
958,391,S,S,match
1067,417,L,L,match
1076,396,L,S,conflict
1191,438,XXL,XL,conflict
918,437,XS,XL,conflict
1029,416,M,L,conflict
1078,415,L,M,conflict
949,427,S,L,conflict
1054,411,M,M,match
1112,400,L,S,conflict
964,380,S,XS,conflict
1208,452,XXL,XXL,match
1024,400,M,S,conflict
1058,393,L,S,conflict
1086,408,L,M,conflict
1043,411,M,M,match
871,395,XS,S,conflict
1042,423,M,L,conflict
986,408,S,M,conflict
1041,425,M,L,conflict
882,413,XS,M,conflict
1117,412,L,M,conflict
1170,426,XL,L,conflict
981,418,S,L,conflict
1128,448,XL,XXL,conflict
1038,427,M,L,conflict
1053,402,M,S,conflict
914,400,XS,S,conflict
1044,421,M,L,conflict
1065,424,L,L,match
1075,418,L,L,match
968,394,S,S,match
898,421,XS,L,conflict
1175,432,XXL,XL,conflict
1147,432,XL,XL,match
1026,406,M,M,match
1066,420,L,L,match
1008,389,M,S,conflict
992,410,S,M,conflict
1048,414,M,M,match
1173,424,XXL,L,conflict
1046,428,M,L,conflict
1170,422,XL,L,conflict
1086,412,L,M,conflict
1122,388,XL,S,conflict
1078,417,L,L,match
1087,417,L,L,match
1042,443,M,XXL,conflict
1203,420,XXL,L,conflict
935,413,S,M,conflict
1106,435,L,XL,conflict
1042,417,M,L,conflict
978,416,S,L,conflict
977,395,S,S,match
1098,423,L,L,match
1088,418,L,L,match
1064,416,L,L,match
935,424,S,L,conflict
930,437,S,XL,conflict
1063,399,L,S,conflict
966,392,S,S,match
1029,424,M,L,conflict
1004,428,M,L,conflict
1019,424,M,L,conflict
1065,410,L,M,conflict
1162,437,XL,XL,match
1055,402,M,S,conflict
976,410,S,M,conflict
1061,426,L,L,match
956,387,S,S,match
1068,388,L,S,conflict
1082,417,L,L,match
952,412,S,M,conflict
1142,425,XL,L,conflict
948,403,S,S,match
1119,399,XL,S,conflict
1017,432,M,XL,conflict
1074,419,L,L,match
1099,414,L,M,conflict
1035,426,M,L,conflict
1042,417,M,L,conflict
1017,402,M,S,conflict
1171,444,XL,XXL,conflict
1088,382,L,XS,conflict
986,441,S,XL,conflict
1157,452,XL,XXL,conflict
994,395,S,S,match
993,402,S,S,match
1208,438,XXL,XL,conflict
1095,396,L,S,conflict
1187,418,XXL,L,conflict
1238,411,XXXL,M,conflict
939,403,S,S,match
1196,415,XXL,M,conflict
1135,407,XL,M,conflict
1117,432,L,XL,conflict
1039,425,M,L,conflict
1174,425,XXL,L,conflict
973,412,S,M,conflict
1147,417,XL,L,conflict
873,398,XS,S,conflict
1159,411,XL,M,conflict
1044,446,M,XXL,conflict
1130,418,XL,L,conflict
1056,406,M,M,match
1004,429,M,XL,conflict
1108,423,L,L,match
1106,413,L,M,conflict
1019,396,M,S,conflict
1056,420,M,L,conflict
1120,426,XL,L,conflict
1093,413,L,M,conflict
943,397,S,S,match
1023,405,M,M,match
1153,411,XL,M,conflict
1042,420,M,L,conflict
962,400,S,S,match
974,412,S,M,conflict
1183,403,XXL,S,conflict
964,404,S,M,conflict
977,414,S,M,conflict
1017,395,M,S,conflict
853,387,XS,S,conflict
1159,415,XL,M,conflict
1121,409,XL,M,conflict
1253,433,XXXL,XL,conflict
1084,416,L,L,match
1038,417,M,L,conflict
1017,395,M,S,conflict
1009,404,M,M,match
1044,426,M,L,conflict
990,377,S,XS,conflict
1114,423,L,L,match
1066,446,L,XXL,conflict
1049,415,M,M,match
1171,430,XL,XL,match
952,368,S,XS,conflict
1200,412,XXL,M,conflict
1106,382,L,XS,conflict
1083,415,L,M,conflict
1097,409,L,M,conflict
990,395,S,S,match
1087,425,L,L,match
1024,428,M,L,conflict
1032,431,M,XL,conflict
1112,389,L,S,conflict
1038,401,M,S,conflict
1011,429,M,XL,conflict
1095,401,L,S,conflict
1144,433,XL,XL,match
976,434,S,XL,conflict
1147,426,XL,L,conflict
931,379,S,XS,conflict
1118,404,XL,M,conflict
1083,393,L,S,conflict
1158,416,XL,L,conflict
1142,432,XL,XL,match
1155,421,XL,L,conflict
1066,425,L,L,match
996,387,S,S,match
1056,387,M,S,conflict
989,430,S,XL,conflict
1263,442,XXXL,XXL,conflict
989,394,S,S,match
1004,414,M,M,match
877,366,XS,XS,match
1062,425,L,L,match
981,412,S,M,conflict
974,432,S,XL,conflict
1119,430,XL,XL,match
1020,392,M,S,conflict
1063,402,L,S,conflict
1128,413,XL,M,conflict
1021,411,M,M,match
994,433,S,XL,conflict
972,399,S,S,match
930,428,S,L,conflict
915,417,XS,L,conflict
1042,428,M,L,conflict
936,413,S,M,conflict
940,388,S,S,match
1088,412,L,M,conflict
1036,413,M,M,match
1001,382,M,XS,conflict
1011,422,M,L,conflict
953,392,S,S,match
1083,422,L,L,match
914,413,XS,M,conflict
1012,417,M,L,conflict
1067,423,L,L,match
983,386,S,S,match
1035,424,M,L,conflict
1136,439,XL,XL,match
1238,432,XXXL,XL,conflict
1027,403,M,S,conflict
951,398,S,S,match
1172,424,XL,L,conflict
1183,434,XXL,XL,conflict
1171,432,XL,XL,match
975,427,S,L,conflict
1074,397,L,S,conflict
956,399,S,S,match
1144,412,XL,M,conflict
1129,429,XL,XL,match
1020,394,M,S,conflict
1068,395,L,S,conflict
1038,404,M,M,match
1007,401,M,S,conflict
1076,440,L,XL,conflict
1081,412,L,M,conflict
1109,415,L,M,conflict
1023,405,M,M,match
1167,418,XL,L,conflict
1086,397,L,S,conflict
1096,413,L,M,conflict
1037,424,M,L,conflict
1007,395,M,S,conflict
934,408,S,M,conflict
1060,416,L,L,match
1081,431,L,XL,conflict
993,386,S,S,match
1106,421,L,L,match
1053,411,M,M,match
1125,410,XL,M,conflict
1099,447,L,XXL,conflict
1158,436,XL,XL,match
908,391,XS,S,conflict
1055,418,M,L,conflict
1047,418,M,L,conflict
1062,424,L,L,match
994,427,S,L,conflict
1130,457,XL,XXXL,conflict
955,413,S,M,conflict
1097,423,L,L,match
899,403,XS,S,conflict
973,416,S,L,conflict
1038,425,M,L,conflict
1016,414,M,M,match
1083,430,L,XL,conflict
1158,402,XL,S,conflict
1066,406,L,M,conflict
1014,428,M,L,conflict
1034,422,M,L,conflict
1089,429,L,XL,conflict
1053,415,M,M,match
1116,427,L,L,match
1014,403,M,S,conflict
1077,403,L,S,conflict
1010,403,M,S,conflict
1018,408,M,M,match
1099,458,L,XXXL,conflict
1032,387,M,S,conflict
1054,422,M,L,conflict
1126,395,XL,S,conflict
1032,442,M,XXL,conflict
1133,427,XL,L,conflict
1041,389,M,S,conflict
1048,445,M,XXL,conflict
1087,418,L,L,match
1154,423,XL,L,conflict
927,413,S,M,conflict
990,402,S,S,match
1242,459,XXXL,XXXL,match
1041,429,M,XL,conflict
958,402,S,S,match
994,423,S,L,conflict
962,405,S,M,conflict
1024,429,M,XL,conflict
1047,440,M,XL,conflict
994,398,S,S,match
1043,420,M,L,conflict
1012,397,M,S,conflict
1020,416,M,L,conflict
1060,433,L,XL,conflict
1321,433,XXXL,XL,conflict
1086,411,L,M,conflict
945,396,S,S,match
1005,407,M,M,match
1172,423,XL,L,conflict
987,390,S,S,match
937,414,S,M,conflict
1076,391,L,S,conflict
1027,433,M,XL,conflict
996,415,S,M,conflict
1143,417,XL,L,conflict
1147,449,XL,XXL,conflict
1024,404,M,M,match
1098,418,L,L,match
1128,427,XL,L,conflict
959,390,S,S,match
1101,424,L,L,match
1094,424,L,L,match
1062,399,L,S,conflict
963,405,S,M,conflict
1007,392,M,S,conflict
1077,402,L,S,conflict
1093,412,L,M,conflict
973,413,S,M,conflict
1078,417,L,L,match
1032,397,M,S,conflict
1016,407,M,M,match
1147,428,XL,L,conflict
1028,411,M,M,match
1101,427,L,L,match
964,404,S,M,conflict
968,402,S,S,match
1044,427,M,L,conflict
1010,374,M,XS,conflict
1088,430,L,XL,conflict
1064,448,L,XXL,conflict
1031,411,M,M,match
1010,416,M,L,conflict
953,412,S,M,conflict
969,395,S,S,match
1012,392,M,S,conflict
884,400,XS,S,conflict
969,415,S,M,conflict
934,410,S,M,conflict
907,366,XS,XS,match
957,398,S,S,match
1086,401,L,S,conflict
925,424,S,L,conflict
1054,409,M,M,match
1003,394,M,S,conflict
954,384,S,XS,conflict
1072,428,L,L,match
1045,407,M,M,match
984,419,S,L,conflict
1144,442,XL,XXL,conflict
